Amount,Broker_Status,Broker_Tier,Client_Risk_Rating,Credit_Score_2,Credit_Score_1,Current_Term_Months,Employment_Status_Borrower_2,Employment_Status,Global_Debt_Ratio,Interest_Rate,Loan_To_Value,Mortgage_Position,Mortgage_Purpose,Occupancy_Type,Property_Type,Self_Employed,Total_Debt_Service_Ratio,Approved
826300,Approved,Non Key Account,4,777,535,56,Hourly,Pension,77.2,4.55,51,3,Equity Takeout,Rent To Own,Apartment High Rise,False,93.7,0.0
456753,Approved,Non Key Account,4,631,570,3,Hourly,Commissions,77.6,9.74,11,2,Purchase,Owner,Single,False,90.9,0.0
306455,Approved,Non Key Account,4,823,563,8,Salary,Pension,8.1,7.52,37,1,Equity Takeout,Rent To Own,Single,False,65.6,0.0
458548,Watch List,Non Key Account,4,831,442,58,Hourly,Hourly,57.5,5.59,50,1,Purchase Rent to Own,Owner,Semi-detached,False,93.1,0.0
311580,Approved,Non Key Account,5,721,497,0,Contract,Commissions,57.3,4.8,46,3,Refinance,Rent To Own,Single,False,67.0,0.0
624132,Approved,Key Account,2,486,615,39,Salary,Self-employed,17.3,6.01,31,2,Refinance,Owner,Apartment Low Rise,True,21.8,1.0
1462879,Approved,Key Account,4,521,622,23,Hourly,Other,6.8,7.82,41,2,Refinance,Rent To Own,Semi-detached,False,86.0,0.0
384212,Approved,Non Key Account,5,816,815,29,Salary,Salary,49.0,9.19,65,2,Equity Takeout,Owner,Single,False,100.0,0.0
180412,Approved,Key Account,4,628,423,4,Contract,Other,6.8,5.56,36,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,16.9,0.0
796512,Deactivated,Non Key Account,3,781,830,20,Other,Pension,89.1,5.76,63,1,Refinance,Rental,Apartment Low Rise,False,94.4,0.0
813538,Watch List,Key Account,3,562,701,28,Salary,Commissions,47.5,5.28,55,1,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,67.2,0.0
1254475,Approved,Key Account,3,786,527,29,Self-employed,Hourly,21.3,5.08,75,2,Refinance for Debt Consolidation,Rental,Single,False,93.7,0.0
1250125,Approved,Key Account,3,477,424,52,Self-employed,Hourly,43.8,5.03,16,3,Refinance,Rental,Single,False,94.1,0.0
1397471,Approved,Non Key Account,1,598,811,19,Hourly,Salary,13.7,5.5,45,3,Equity Takeout,Owner,Semi-detached,False,98.3,0.0
789307,Watch List,Key Account,5,514,715,26,Contract,Commissions,20.1,6.37,38,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,42.3,0.0
816540,Approved,Non Key Account,4,602,657,20,Other,Pension,29.1,4.03,28,2,Refinance,Owner,Row,False,93.7,0.0
459949,Approved,Non Key Account,4,742,884,16,Pension,Self-employed,97.7,9.6,32,3,Equity Takeout,Rent To Own,Single,True,98.8,0.0
1005454,Approved,Key Account,3,615,823,19,Hourly,Other,53.0,4.1,14,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,96.3,0.0
1378104,Watch List,Key Account,4,529,864,11,Salary,Contract,65.2,9.62,22,1,Refinance,Owner,Apartment Low Rise,False,83.7,1.0
735537,Approved,Key Account,4,748,743,21,Salary,Commissions,10.9,7.9,26,2,Refinance,Rental,Apartment Low Rise,False,52.4,0.0
1194834,Deactivated,Non Key Account,4,779,570,25,Other,Pension,60.0,6.91,35,1,Purchase,Rental,Single,False,78.5,0.0
641084,Watch List,Non Key Account,4,777,756,29,Salary,Hourly,55.1,6.58,74,2,Refinance for Debt Consolidation,Rent To Own,Semi-detached,False,71.0,0.0
1008623,Approved,Non Key Account,3,450,792,55,Pension,Other,11.6,6.37,19,3,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,26.6,1.0
1256486,Approved,Key Account,3,667,422,59,Contract,Pension,8.6,7.4,57,1,Purchase Rent to Own,Owner,Row,False,75.7,0.0
856422,Watch List,Non Key Account,4,798,565,2,Self-employed,Self-employed,45.3,7.4,18,3,Equity Takeout,Owner,Single,True,83.4,0.0
122031,Deactivated,Non Key Account,3,802,423,56,Self-employed,Commissions,97.5,9.8,7,1,Purchase Rent to Own,Rental,Apartment High Rise,False,97.8,0.0
290634,Approved,Key Account,5,635,703,51,Contract,Self-employed,27.8,8.18,37,3,Equity Takeout,Owner,Single,True,95.2,0.0
1007676,Approved,Key Account,2,512,845,3,Contract,Salary,27.8,4.07,75,2,Equity Takeout,Rent To Own,Apartment High Rise,False,50.5,0.0
866934,Approved,Non Key Account,5,858,676,8,Contract,Hourly,68.6,5.42,67,3,Purchase Rent to Own,Rental,Row,False,77.0,0.0
937170,Approved,Non Key Account,4,847,511,38,Commissions,Hourly,87.0,5.68,36,2,Refinance,Owner,Semi-detached,False,95.6,0.0
1465084,Approved,Key Account,3,754,895,45,Contract,Pension,69.8,7.25,61,2,Purchase Rent to Own,Owner,Single,False,85.9,1.0
1432620,Approved,Key Account,4,466,521,53,Self-employed,Contract,44.4,6.72,75,2,Refinance for Debt Consolidation,Rental,Semi-detached,False,44.6,1.0
1031386,Approved,Key Account,4,430,632,9,Self-employed,Pension,19.5,9.32,30,3,Refinance for Debt Consolidation,Rent To Own,Row,False,28.3,1.0
654845,Approved,Non Key Account,3,795,639,45,Pension,Commissions,80.3,4.61,26,2,Equity Takeout,Rental,Semi-detached,False,89.7,0.0
241263,Deactivated,Non Key Account,4,423,841,24,Contract,Salary,49.2,4.48,16,3,Equity Takeout,Rental,Apartment High Rise,False,92.1,0.0
360210,Watch List,Non Key Account,4,400,856,2,Commissions,Pension,4.3,6.31,59,3,Refinance,Owner,Apartment High Rise,False,63.0,0.0
641926,Watch List,Non Key Account,4,731,466,30,Salary,Salary,53.0,5.95,48,2,Refinance,Rental,Apartment Low Rise,False,66.6,0.0
111893,Deactivated,Non Key Account,4,760,584,35,Self-employed,Pension,81.5,7.41,63,2,Equity Takeout,Rental,Apartment Low Rise,False,99.0,0.0
141087,Approved,Non Key Account,4,678,513,17,Commissions,Commissions,95.2,8.35,42,1,Purchase Rent to Own,Owner,Apartment High Rise,False,95.5,0.0
813958,Watch List,Non Key Account,3,775,751,39,Pension,Self-employed,21.9,9.12,44,3,Refinance,Rental,Apartment Low Rise,True,39.2,0.0
485274,Approved,Non Key Account,3,601,635,31,Hourly,Hourly,1.1,9.96,22,1,Refinance for Debt Consolidation,Rent To Own,Row,False,39.6,0.0
930642,Approved,Key Account,3,516,894,1,Other,Hourly,34.6,9.01,53,2,Refinance,Owner,Single,False,35.5,1.0
1132035,Approved,Non Key Account,4,884,837,51,Contract,Pension,34.7,9.25,17,2,Equity Takeout,Rent To Own,Row,False,44.8,0.0
1121089,Approved,Key Account,3,804,792,53,Contract,Self-employed,79.2,4.77,16,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,True,84.3,0.0
610088,Approved,Key Account,2,899,536,48,Self-employed,Commissions,48.5,8.89,58,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,53.3,1.0
1280480,Approved,Non Key Account,3,692,678,42,Hourly,Pension,74.1,8.77,39,2,Refinance,Rental,Row,False,84.9,1.0
1410600,Watch List,Non Key Account,2,855,720,57,Pension,Hourly,68.0,7.27,50,2,Purchase Rent to Own,Rent To Own,Row,False,83.1,0.0
311037,Approved,Key Account,5,543,648,54,Contract,Contract,46.0,4.11,70,1,Refinance,Owner,Single,False,75.9,1.0
125784,Deactivated,Non Key Account,4,435,719,56,Pension,Other,10.5,7.57,16,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,18.8,0.0
1438635,Approved,Non Key Account,4,685,557,53,Pension,Salary,21.2,9.01,78,1,Refinance,Rent To Own,Single,False,52.4,0.0
1297097,Approved,Non Key Account,2,537,798,28,Self-employed,Self-employed,75.7,7.74,28,2,Purchase Rent to Own,Rental,Apartment Low Rise,True,79.8,0.0
890316,Approved,Key Account,3,668,446,3,Contract,Other,91.1,8.21,6,2,Refinance,Rental,Single,False,94.8,0.0
837700,Approved,Key Account,5,647,698,1,Hourly,Pension,97.4,4.34,5,2,Equity Takeout,Rent To Own,Semi-detached,False,98.1,0.0
611666,Approved,Key Account,4,401,814,11,Commissions,Commissions,7.9,8.64,77,1,Purchase Rent to Own,Rental,Apartment Low Rise,False,71.3,0.0
320462,Watch List,Non Key Account,3,748,579,7,Hourly,Pension,51.5,7.09,66,1,Refinance,Owner,Apartment High Rise,False,68.2,0.0
1346948,Approved,Non Key Account,6,836,512,4,Other,Hourly,29.3,6.0,35,2,Purchase Rent to Own,Rent To Own,Row,False,59.9,0.0
375651,Approved,Non Key Account,5,805,419,37,Hourly,Other,46.5,8.92,47,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,60.9,0.0
654745,Approved,Non Key Account,5,516,463,6,Pension,Other,95.8,7.74,20,2,Purchase,Rent To Own,Apartment High Rise,False,99.1,0.0
508198,Approved,Non Key Account,2,588,894,13,Other,Other,20.6,6.76,71,2,Purchase Rent to Own,Rental,Apartment High Rise,False,70.0,0.0
1172620,Approved,Key Account,4,683,473,60,Contract,Commissions,56.7,6.78,39,2,Refinance,Owner,Row,False,96.7,0.0
1243835,Approved,Non Key Account,3,704,537,38,Contract,Salary,59.1,7.91,76,3,Purchase Rent to Own,Rental,Row,False,68.5,0.0
570131,Approved,Non Key Account,4,599,558,24,Pension,Other,7.5,6.01,73,1,Purchase Rent to Own,Owner,Row,False,85.2,1.0
651901,Approved,Key Account,4,791,576,41,Commissions,Salary,68.1,8.04,21,1,Purchase,Rental,Apartment High Rise,False,86.7,0.0
794421,Approved,Non Key Account,3,574,874,36,Pension,Commissions,56.9,8.93,37,2,Equity Takeout,Rent To Own,Single,False,90.8,0.0
309665,Approved,Key Account,4,874,797,58,Salary,Self-employed,81.5,6.2,44,3,Equity Takeout,Rental,Single,True,82.9,0.0
979362,Watch List,Key Account,3,568,672,16,Other,Contract,26.1,6.53,5,1,Equity Takeout,Owner,Semi-detached,False,51.7,0.0
1292809,Approved,Key Account,2,847,523,37,Salary,Commissions,72.3,8.73,29,3,Purchase,Rental,Apartment Low Rise,False,98.0,0.0
580482,Watch List,Non Key Account,5,410,542,2,Self-employed,Other,23.4,5.69,38,3,Purchase,Owner,Semi-detached,False,32.7,0.0
857553,Watch List,Non Key Account,5,503,437,10,Other,Pension,31.7,7.18,53,3,Purchase,Rental,Semi-detached,False,42.0,0.0
145475,Watch List,Non Key Account,5,566,637,14,Salary,Salary,29.9,5.71,20,2,Refinance,Rent To Own,Single,False,76.4,0.0
1164604,Approved,Non Key Account,5,425,829,5,Salary,Other,11.6,8.63,71,3,Purchase,Rental,Single,False,35.0,0.0
225066,Approved,Key Account,5,868,630,38,Salary,Pension,32.0,7.58,40,3,Purchase,Owner,Apartment High Rise,False,91.8,0.0
1260756,Approved,Key Account,5,884,659,55,Other,Pension,80.8,9.9,76,1,Refinance,Owner,Apartment Low Rise,False,91.6,0.0
972200,Watch List,Non Key Account,3,459,734,41,Self-employed,Hourly,19.3,4.34,12,1,Refinance,Owner,Apartment High Rise,False,76.9,0.0
1242224,Approved,Key Account,3,700,873,22,Other,Other,86.9,7.56,78,1,Equity Takeout,Rent To Own,Single,False,97.5,0.0
328598,Approved,Non Key Account,5,617,783,55,Salary,Salary,14.1,9.99,66,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,52.7,0.0
770351,Watch List,Key Account,2,796,815,40,Commissions,Salary,67.6,9.25,75,1,Refinance for Debt Consolidation,Rent To Own,Row,False,88.3,0.0
726362,Deactivated,Key Account,4,803,654,27,Other,Contract,64.2,4.06,29,3,Refinance,Rental,Apartment Low Rise,False,93.2,0.0
975686,Approved,Key Account,1,814,818,45,Salary,Self-employed,83.5,6.87,34,3,Equity Takeout,Owner,Apartment Low Rise,True,89.9,0.0
666839,Approved,Key Account,4,658,626,32,Salary,Other,29.1,9.71,61,3,Refinance,Rent To Own,Apartment High Rise,False,98.1,0.0
485016,Approved,Key Account,3,409,622,54,Pension,Pension,39.9,6.94,26,3,Equity Takeout,Rent To Own,Apartment Low Rise,False,93.4,0.0
817865,Approved,Key Account,3,739,686,40,Other,Contract,43.7,9.64,68,3,Refinance,Owner,Single,False,58.4,1.0
136991,Approved,Non Key Account,4,877,638,30,Self-employed,Contract,76.0,6.7,30,1,Equity Takeout,Rent To Own,Apartment High Rise,False,93.9,0.0
1090883,Approved,Key Account,5,548,796,32,Pension,Salary,3.3,4.67,20,1,Refinance,Owner,Row,False,9.7,1.0
1448707,Watch List,Non Key Account,3,867,814,29,Self-employed,Contract,88.2,7.87,68,3,Equity Takeout,Rent To Own,Single,False,91.7,0.0
828405,Watch List,Key Account,4,414,687,1,Pension,Self-employed,78.0,6.35,23,3,Purchase,Rental,Semi-detached,True,93.3,0.0
1175909,Approved,Non Key Account,2,462,898,8,Contract,Salary,66.5,5.59,11,3,Purchase,Rent To Own,Row,False,99.5,0.0
615848,Approved,Non Key Account,3,436,406,45,Salary,Self-employed,10.3,4.16,15,2,Equity Takeout,Owner,Single,True,37.0,0.0
1425477,Watch List,Key Account,3,853,758,15,Hourly,Contract,61.2,9.23,63,3,Refinance,Owner,Apartment High Rise,False,92.1,1.0
705710,Approved,Non Key Account,4,623,554,6,Pension,Salary,54.9,6.24,56,1,Refinance for Debt Consolidation,Rental,Semi-detached,False,64.5,0.0
1266999,Approved,Non Key Account,3,748,635,34,Contract,Pension,35.3,7.1,23,3,Refinance,Owner,Semi-detached,False,99.5,0.0
1441104,Approved,Non Key Account,4,404,472,19,Other,Pension,91.9,5.5,64,1,Refinance,Rental,Row,False,92.6,0.0
821557,Deactivated,Key Account,2,607,722,18,Contract,Pension,31.7,9.34,15,2,Purchase,Owner,Single,False,44.7,0.0
834390,Watch List,Key Account,6,524,500,3,Pension,Hourly,32.2,9.33,6,3,Refinance,Rent To Own,Apartment Low Rise,False,58.1,0.0
1135478,Approved,Non Key Account,5,518,831,8,Salary,Self-employed,71.9,9.36,15,2,Purchase Rent to Own,Rental,Semi-detached,True,84.6,0.0
1398591,Approved,Non Key Account,5,792,405,37,Self-employed,Other,81.3,5.7,47,3,Refinance,Rent To Own,Semi-detached,False,82.1,0.0
264503,Approved,Key Account,3,401,577,36,Hourly,Other,10.2,4.79,13,1,Purchase,Rent To Own,Row,False,10.4,1.0
157583,Approved,Key Account,4,882,593,2,Salary,Contract,61.5,8.34,14,1,Purchase,Rent To Own,Apartment Low Rise,False,94.6,0.0
673574,Approved,Key Account,4,422,565,22,Self-employed,Salary,52.5,4.4,75,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,53.0,0.0
1448238,Deactivated,Key Account,3,761,863,37,Self-employed,Hourly,71.7,5.5,43,1,Refinance,Owner,Single,False,81.6,0.0
1307569,Approved,Non Key Account,4,691,840,53,Contract,Other,87.5,5.0,61,2,Purchase Rent to Own,Rent To Own,Single,False,87.8,0.0
1455445,Approved,Key Account,5,435,626,10,Hourly,Hourly,11.7,9.92,52,3,Equity Takeout,Rental,Single,False,79.5,1.0
901780,Approved,Key Account,3,471,595,10,Salary,Pension,25.6,8.21,64,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,40.7,1.0
530706,Approved,Key Account,4,515,815,24,Other,Contract,92.5,5.34,63,3,Refinance for Debt Consolidation,Owner,Semi-detached,False,94.8,1.0
1204648,Approved,Non Key Account,4,731,610,27,Hourly,Salary,25.1,9.69,58,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,85.0,0.0
1087053,Approved,Key Account,4,596,518,15,Salary,Other,89.3,5.29,53,1,Purchase Rent to Own,Owner,Apartment High Rise,False,93.9,0.0
390939,Approved,Non Key Account,4,882,688,23,Other,Self-employed,67.8,6.27,59,3,Purchase Rent to Own,Rental,Apartment High Rise,True,87.2,0.0
1347645,Approved,Key Account,4,687,857,22,Commissions,Contract,93.9,9.72,24,2,Refinance for Debt Consolidation,Rental,Single,False,97.7,1.0
697024,Approved,Key Account,5,599,567,5,Self-employed,Contract,2.3,8.33,11,1,Purchase Rent to Own,Rental,Semi-detached,False,49.1,1.0
971722,Approved,Non Key Account,4,812,565,52,Self-employed,Other,44.9,6.09,52,2,Purchase Rent to Own,Rental,Single,False,90.8,0.0
441387,Watch List,Non Key Account,3,535,723,12,Self-employed,Salary,79.0,4.53,54,2,Refinance,Owner,Semi-detached,False,97.1,0.0
268345,Approved,Key Account,5,546,886,36,Hourly,Contract,11.8,4.48,68,3,Purchase,Rental,Apartment Low Rise,False,43.8,0.0
1267785,Watch List,Non Key Account,3,673,810,13,Salary,Self-employed,70.1,5.89,29,3,Purchase Rent to Own,Rent To Own,Row,True,75.1,0.0
923711,Approved,Non Key Account,5,566,488,35,Hourly,Hourly,29.1,6.25,54,1,Purchase Rent to Own,Owner,Apartment High Rise,False,57.4,1.0
914359,Approved,Key Account,2,403,628,29,Salary,Hourly,88.6,9.99,13,1,Purchase Rent to Own,Rental,Apartment Low Rise,False,89.9,1.0
959161,Approved,Key Account,3,813,418,37,Self-employed,Salary,85.5,4.14,20,1,Purchase Rent to Own,Rental,Single,False,98.8,0.0
953188,Watch List,Non Key Account,2,753,457,31,Contract,Commissions,61.6,5.43,72,2,Purchase Rent to Own,Owner,Apartment Low Rise,False,62.0,0.0
861223,Approved,Non Key Account,5,605,858,30,Pension,Contract,7.6,6.2,80,2,Refinance,Rental,Single,False,80.2,0.0
828689,Approved,Non Key Account,5,433,407,0,Contract,Other,58.9,9.42,64,1,Purchase,Owner,Row,False,85.5,0.0
1498250,Watch List,Non Key Account,2,469,412,11,Contract,Commissions,24.4,6.55,11,2,Refinance for Debt Consolidation,Owner,Semi-detached,False,60.8,0.0
552407,Approved,Key Account,4,622,558,18,Pension,Hourly,53.3,8.28,76,1,Purchase,Rent To Own,Apartment High Rise,False,55.1,0.0
286146,Approved,Non Key Account,4,587,579,41,Pension,Contract,78.5,6.32,37,2,Refinance,Rental,Row,False,84.9,1.0
1272328,Approved,Non Key Account,2,531,598,53,Contract,Commissions,83.4,8.21,12,2,Equity Takeout,Owner,Row,False,90.7,0.0
273180,Approved,Non Key Account,3,591,630,17,Other,Salary,76.8,6.37,14,2,Purchase Rent to Own,Rent To Own,Semi-detached,False,80.9,0.0
747978,Approved,Non Key Account,4,499,472,15,Commissions,Self-employed,79.8,6.0,63,3,Equity Takeout,Rental,Apartment High Rise,True,81.0,0.0
375316,Approved,Non Key Account,3,509,774,8,Other,Salary,35.7,9.73,79,3,Purchase Rent to Own,Rental,Single,False,55.0,0.0
233473,Approved,Key Account,3,857,642,51,Contract,Contract,92.9,7.7,59,1,Purchase,Rental,Apartment High Rise,False,98.3,0.0
1062627,Approved,Non Key Account,3,857,646,24,Hourly,Contract,36.5,9.37,13,2,Refinance,Rent To Own,Apartment High Rise,False,53.8,0.0
438901,Deactivated,Non Key Account,3,411,502,51,Commissions,Contract,53.4,6.95,41,1,Equity Takeout,Rental,Apartment Low Rise,False,82.0,0.0
1037182,Approved,Key Account,3,873,497,32,Other,Other,11.6,9.31,53,1,Refinance for Debt Consolidation,Rent To Own,Semi-detached,False,30.9,1.0
430149,Approved,Non Key Account,5,833,767,29,Other,Pension,5.5,8.32,26,2,Purchase,Rental,Apartment High Rise,False,80.2,0.0
575856,Watch List,Key Account,6,508,790,15,Salary,Pension,32.5,4.91,51,3,Purchase Rent to Own,Owner,Apartment Low Rise,False,59.7,0.0
896803,Approved,Non Key Account,1,699,715,55,Other,Hourly,55.6,4.64,55,3,Refinance for Debt Consolidation,Owner,Semi-detached,False,77.1,0.0
169587,Watch List,Key Account,3,660,868,1,Self-employed,Other,91.9,8.67,73,3,Purchase,Rent To Own,Apartment High Rise,False,93.9,0.0
309830,Approved,Key Account,4,835,627,42,Self-employed,Other,74.9,7.12,75,1,Refinance,Rental,Apartment High Rise,False,94.8,0.0
1164932,Approved,Key Account,4,662,888,25,Self-employed,Other,88.2,7.06,72,2,Purchase Rent to Own,Rent To Own,Single,False,92.6,0.0
182642,Approved,Key Account,5,426,475,33,Pension,Contract,23.6,7.0,20,3,Refinance,Rental,Single,False,86.4,1.0
304965,Approved,Key Account,5,859,797,40,Hourly,Pension,36.5,9.72,59,2,Purchase,Rent To Own,Single,False,78.9,0.0
1102236,Approved,Non Key Account,3,697,522,49,Other,Self-employed,21.7,9.86,15,2,Purchase,Owner,Single,True,47.0,0.0
234480,Deactivated,Key Account,5,492,818,47,Other,Salary,2.6,9.69,34,3,Refinance,Rent To Own,Apartment High Rise,False,25.9,0.0
407395,Approved,Non Key Account,4,669,863,60,Hourly,Contract,73.4,6.34,18,1,Purchase Rent to Own,Owner,Row,False,91.4,0.0
448577,Approved,Key Account,4,850,660,28,Pension,Hourly,60.7,5.72,15,1,Refinance for Debt Consolidation,Owner,Row,False,83.7,1.0
1138692,Deactivated,Non Key Account,3,774,711,42,Salary,Hourly,57.2,5.84,32,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,77.4,1.0
652631,Deactivated,Key Account,3,448,521,42,Commissions,Other,2.1,5.67,52,2,Refinance,Rental,Row,False,72.8,0.0
1284781,Approved,Non Key Account,6,689,766,23,Commissions,Self-employed,67.7,5.04,20,2,Purchase Rent to Own,Owner,Apartment High Rise,True,79.0,0.0
403514,Approved,Key Account,4,639,833,8,Self-employed,Pension,26.1,6.12,34,1,Purchase Rent to Own,Owner,Apartment Low Rise,False,61.6,1.0
600480,Approved,Non Key Account,4,423,892,20,Other,Pension,45.9,6.69,23,1,Purchase Rent to Own,Rent To Own,Row,False,56.5,0.0
614153,Approved,Non Key Account,3,767,718,48,Salary,Self-employed,33.5,5.73,10,2,Refinance,Owner,Apartment Low Rise,True,56.3,0.0
407490,Approved,Non Key Account,2,727,568,55,Hourly,Self-employed,58.1,7.32,7,2,Refinance for Debt Consolidation,Owner,Single,True,85.0,1.0
433025,Approved,Non Key Account,3,505,684,51,Other,Hourly,67.0,5.13,77,3,Purchase,Owner,Semi-detached,False,76.6,0.0
1026372,Approved,Non Key Account,3,413,600,8,Self-employed,Hourly,82.7,8.56,74,1,Refinance for Debt Consolidation,Rent To Own,Row,False,89.9,1.0
1323051,Approved,Non Key Account,5,688,720,1,Self-employed,Salary,23.1,4.27,42,3,Refinance,Rental,Semi-detached,False,98.1,0.0
1380530,Approved,Non Key Account,3,675,464,16,Salary,Contract,6.3,7.52,32,1,Equity Takeout,Rental,Row,False,84.1,0.0
336302,Approved,Non Key Account,4,793,711,39,Pension,Other,30.8,5.39,14,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,89.3,0.0
1296051,Watch List,Non Key Account,5,859,863,50,Salary,Salary,4.7,9.48,49,3,Purchase Rent to Own,Rent To Own,Row,False,66.3,0.0
146837,Deactivated,Key Account,3,402,848,33,Commissions,Hourly,4.6,5.53,21,3,Refinance for Debt Consolidation,Rental,Single,False,23.1,1.0
1366196,Approved,Non Key Account,4,593,576,40,Salary,Contract,14.7,9.85,40,1,Purchase Rent to Own,Owner,Apartment High Rise,False,100.0,0.0
708204,Approved,Key Account,5,670,646,25,Contract,Pension,41.9,5.73,59,1,Equity Takeout,Owner,Semi-detached,False,74.2,0.0
1011443,Approved,Non Key Account,5,446,596,39,Other,Commissions,94.9,6.69,10,2,Purchase,Rental,Apartment High Rise,False,97.7,0.0
1148404,Watch List,Non Key Account,4,877,587,34,Salary,Self-employed,25.9,8.78,32,1,Purchase Rent to Own,Rental,Row,True,74.8,0.0
334823,Approved,Key Account,3,609,656,1,Hourly,Hourly,79.2,5.04,44,1,Refinance,Owner,Single,False,80.7,1.0
716487,Approved,Key Account,3,837,480,14,Pension,Other,9.0,9.15,22,2,Refinance for Debt Consolidation,Rental,Semi-detached,False,74.7,1.0
821935,Approved,Key Account,3,811,848,9,Contract,Hourly,82.4,7.82,12,1,Purchase Rent to Own,Owner,Row,False,83.8,1.0
1123882,Watch List,Key Account,3,822,743,40,Salary,Salary,83.8,7.02,43,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,86.3,0.0
373894,Deactivated,Key Account,3,889,799,45,Self-employed,Hourly,9.6,7.2,16,2,Purchase,Owner,Semi-detached,False,79.3,1.0
561933,Approved,Key Account,4,747,468,26,Contract,Contract,82.4,8.82,54,2,Purchase Rent to Own,Rental,Apartment Low Rise,False,92.7,1.0
282294,Watch List,Key Account,5,551,609,5,Contract,Commissions,89.0,7.75,9,3,Refinance for Debt Consolidation,Owner,Semi-detached,False,93.5,0.0
1266088,Watch List,Non Key Account,5,731,478,22,Commissions,Other,95.8,9.27,45,3,Refinance for Debt Consolidation,Rent To Own,Single,False,96.5,0.0
985174,Approved,Key Account,5,486,696,5,Other,Contract,50.4,4.98,69,1,Purchase,Rental,Apartment Low Rise,False,75.8,0.0
1087367,Approved,Non Key Account,3,574,828,40,Contract,Commissions,34.3,4.77,66,1,Equity Takeout,Owner,Row,False,48.1,0.0
893592,Approved,Non Key Account,2,517,557,37,Self-employed,Contract,24.9,8.99,12,3,Refinance for Debt Consolidation,Rental,Semi-detached,False,51.3,0.0
933115,Approved,Key Account,4,486,748,38,Hourly,Self-employed,14.9,7.73,25,3,Refinance for Debt Consolidation,Rent To Own,Row,True,89.6,1.0
1195521,Deactivated,Non Key Account,5,497,604,34,Other,Contract,74.2,8.61,9,3,Refinance,Owner,Apartment Low Rise,False,81.2,0.0
970878,Approved,Non Key Account,3,755,437,52,Hourly,Self-employed,77.9,7.46,29,2,Refinance,Owner,Single,True,93.3,0.0
1257712,Approved,Key Account,4,600,696,11,Commissions,Other,91.1,8.37,21,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,95.5,0.0
730345,Approved,Key Account,2,699,757,15,Other,Salary,9.4,8.96,53,1,Refinance,Rental,Apartment High Rise,False,64.2,1.0
1321583,Approved,Key Account,4,578,821,55,Hourly,Self-employed,13.0,9.43,48,1,Refinance for Debt Consolidation,Rent To Own,Semi-detached,True,27.0,1.0
1176665,Approved,Non Key Account,5,567,502,8,Pension,Hourly,64.9,9.36,70,1,Equity Takeout,Rent To Own,Row,False,86.6,0.0
1175056,Watch List,Non Key Account,3,400,515,31,Other,Contract,98.3,9.3,29,3,Refinance for Debt Consolidation,Rent To Own,Single,False,99.5,1.0
1411601,Approved,Key Account,3,551,710,8,Contract,Hourly,80.8,5.07,66,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,89.4,0.0
1162063,Watch List,Non Key Account,4,518,570,1,Salary,Self-employed,39.7,7.1,24,1,Purchase Rent to Own,Rental,Semi-detached,True,75.9,0.0
443722,Watch List,Key Account,4,841,730,29,Hourly,Commissions,99.3,8.9,36,2,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,99.8,0.0
1432832,Watch List,Non Key Account,5,772,874,23,Commissions,Salary,79.7,5.11,38,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,87.2,0.0
971389,Approved,Non Key Account,3,548,731,48,Other,Salary,70.5,8.69,44,3,Purchase Rent to Own,Rental,Semi-detached,False,83.4,0.0
443335,Approved,Non Key Account,3,656,858,53,Other,Self-employed,10.4,7.7,55,3,Purchase Rent to Own,Rental,Single,True,83.4,0.0
1168232,Approved,Key Account,3,501,748,13,Hourly,Self-employed,84.2,6.01,34,1,Refinance,Rent To Own,Row,True,89.0,0.0
967818,Approved,Non Key Account,2,856,482,57,Commissions,Hourly,31.5,8.21,54,3,Purchase Rent to Own,Owner,Semi-detached,False,86.5,0.0
335145,Deactivated,Non Key Account,3,699,468,60,Salary,Contract,6.1,4.29,15,1,Purchase Rent to Own,Owner,Apartment High Rise,False,78.1,0.0
515118,Approved,Key Account,2,586,448,36,Pension,Self-employed,31.5,5.15,41,3,Purchase Rent to Own,Rental,Row,True,63.7,0.0
679795,Approved,Key Account,3,803,553,16,Salary,Self-employed,75.2,5.55,34,1,Purchase,Owner,Apartment Low Rise,True,82.3,0.0
